Title,Plot_clean,Genre_list
Fenris Unchained,peter vidar work bar eau claire wisconsin life thrown turmoil unsettling dream onehanded man named terry quickly becomes embroiled war norse god culminating potential release fenris fenris awakened mean death humankind luckily vidar met terry happens god tyr jailer fenris tyr help peter fight god zombie spiteful boyfriend save world fenris,"['Action', 'Comedy', 'Thriller']"
Guermantes,paris summer troupe rehearsing play marcel proust suddenly tell show canceled choose continue playing anyway beauty sweetness pleasure staying together,['Comedy']
Sun Dogs,young man determined military hero end misguided adventure family new friend tally lead unlikely realization courageously save life,['Comedy']
The Little Hours,run battleseasoned lord bruno sleeping wife handsome willing servant massetto flees safety wood warm peaceful summer chance encounter always boozy merciful father tommasso young charmer find refuge convent sanctuary one condition pretend deafmute however massettos tempting presence unavoidably upset already frail balance thing within sexuallyrepressed female realm nun nun desperately seek escape tedious way life extra reason molest charming handyman end cloistered sister finally find missing year,"['Comedy', 'Romance']"
Road Runners,road runner follows small group young montego bay athlete prepare compete island greatest sporting event champ champ interhigh school athletics event fill national stadium kingston take place march every year grip island road runner tale hope struggle identity,['Documentary']
Story & Pictures By,journey beloved world childrens picture book led three contemporary star new golden age kid lit using archival access untapped insight stopmotion paper animation explore timely ne,['Documentary']
Mallamall,retail yearold tradition india trade run small entrepreneur retail scene india undergoing rapid change mall sprouting like mushroom hut tenement everyone want piece pie mallamall visual sensory portrayal burgeoning industry story people whose life depend retail,['Documentary']
Red Wedding,documentary film codirected lida chan guillaume suon portrays victim forced marriage khmer rouge regime film premiered international documentary filmfestival amsterdam award best midlength documentary,['Documentary']
Inside the Iraq War,upcloseandpersonal account war iraq featuring testimonial veteran video shot vy troop news footage embedded journalist rare battlefield photo,['Documentary']
NOLAbound,nationwide search innovative mind across country arrive new orleans eyeopening minute documentary follows journey city undergoing one greatest economic transformation american history,['Documentary']
Cesta domu,way home lead came physical sense also spiritual sense way birthplace way resource forest slope field road clear water wildfire wind without fume land without chemistry hero story way seek lost harmony animal plant especially,"['Comedy', 'Romance']"
The Darkening,young man wife return hometown absence twenty year effort end chronological nightmare witnessing mother brutally murdered young boy dark mysterious stranger begin killing local townsfolk young man becomes prime suspect must uncover truth behind connection darkening,"['Horror', 'Thriller']"
